phage,host,species
NC_027399,NZ_CP033732.1,Bacillales;
KX648391,CP003184,Thermoanaerobacterales;
MF140421,NZ_CP009976.1,Flavobacteriales;
NC_005893,NZ_CM001889,Streptomycetaceae;
NC_022756,NC_021883.1,Pasteurellales;
NC_030939,NZ_LT629758,Micromonosporaceae;
KU867906,NC_005042.1,Prochloraceae;
KU867907,NC_014159.1,Tsukamurellaceae;
JN638753,NZ_CP027793.1,Nocardiaceae;
JN638752,NC_008095.1,Myxococcales;
KP273225,NZ_JMSZ01000016,Oceanospirillales;
KY083060,NZ_CP008880.1,Flavobacteriales;
NC_019455,NZ_CP022580.1,Gordoniaceae;
NC_019453,NC_005363.1,Bdellovibrionales;
KU160643,NZ_UFTQ01000003.1,Brevibacteriaceae;
KU160642,NZ_HF571038.1,Intrasporangiaceae;
KU160641,NZ_MUTR01000001.1,Burkholderiales;
KU160647,NC_021883.1,Pasteurellales;
KU160646,NC_017287.1,Chlamydiaceae;
KU160645,NC_002771.1,Mycoplasmataceae;
KU160644,NZ_CM002803,Oscillatoriales;
KU160649,NZ_AEUD01000047.1,Gordoniaceae;
KU160648,CP023315,Caulobacterales;
MK359339,NZ_HF571038.1,Intrasporangiaceae;
MK359338,NZ_AP018203.1,Leptolyngbyaceae;
NC_025452,NC_011071.1,Xanthomonadales;
MK359331,NZ_CP047242.1,Nostocaceae;
MK359330,NC_012490.1,Nocardiaceae;
MK359333,NZ_FNSA01000003,Tsukamurellaceae;
MK359332,NZ_LOQW01000006.1,Corynebacteriaceae;
MK359335,NC_006461.1,Thermales;
MK359334,NZ_CP009016.1,Xanthomonadales;
MK359337,NZ_LT629758,Micromonosporaceae;
MK359336,NZ_CP010341.1,Propionibacteriaceae;
NC_025450,NC_002771.1,Mycoplasmataceae;
NC_028990,NZ_LN831027.1,Fusobacteriaceae;
NC_015263,NC_005042.1,Prochloraceae;
NC_015262,NZ_HF571038.1,Intrasporangiaceae;
MG099943,NC_017379.1,Campylobacterales;
MG099947,CP003184,Thermoanaerobacterales;
MG099946,NZ_VISK01000013.1,Rhodospirillales;
MG099945,NZ_LT629739,Brevibacteriaceae;
MG099949,NZ_CP019870.1,Clostridiales;
MG099948,NZ_CP023560,Bacillales;
MK524519,NZ_CP006850.1,Nocardiaceae;
MK524518,NZ_CP023558.1,Alteromonadales;
NC_011270,NZ_CP018296.1,Chlamydiaceae;
NC_011271,NZ_MWMD01000001.1,Enterobacterales;
NC_011272,NC_003317.1,Rhizobiales;
NC_011273,NZ_CM002803,Oscillatoriales;
MK524513,NC_021883.1,Pasteurellales;
MK524512,NZ_CP018296.1,Chlamydiaceae;
MK524510,CP023315,Caulobacterales;
MK524517,NZ_PKKP01000001.1,Actinomycetaceae;
MK524515,NC_013961.1,Enterobacterales;
MK524514,NC_006085.1,Propionibacteriaceae;
MH077580,CP023315,Caulobacterales;
MH077581,NC_006085.1,Propionibacteriaceae;
MH077582,NZ_CP021140.1,Eggerthellales;
MH077583,NZ_LT629739,Brevibacteriaceae;
MH077584,NZ_CP021140.1,Eggerthellales;
MH077585,NC_006085.1,Propionibacteriaceae;
KF017927,NZ_LT629739,Brevibacteriaceae;
KY798216,NZ_PKRZ01000001.1,Lactobacillales;
NC_021558,CP003184,Thermoanaerobacterales;
KP057620,NZ_JH719383.1,Rhizobiales;
MG962366,NZ_CP041040.1,Microbacteriaceae;
MG962367,LR134359,Campylobacterales;
MG962364,NZ_CP009976.1,Flavobacteriales;
MG962365,NZ_CP008813.1,Lactobacillales;
MG962362,CP001713,Chlamydiaceae;
MG962363,NZ_MRCG01000001.1,Oscillatoriales;
MG962360,NZ_CP032788.1,Corynebacteriaceae;
MG962361,NZ_LR131273.1,Tsukamurellaceae;
MH825701,NZ_LT629758,Micromonosporaceae;
MH825700,NZ_OCQN01000001,Streptomycetaceae;
KT959213,NZ_LT629758,Micromonosporaceae;
MH825702,NZ_PETF01000001,Entomoplasmatales;
MH825705,NZ_JMSZ01000016,Oceanospirillales;
MH825704,NC_013501.1,Order
MH825707,NC_011071.1,Xanthomonadales;
NC_025417,NC_017287.1,Chlamydiaceae;
NC_025416,NZ_ATTH01000001,Order
NC_025415,NC_003228.3,Bacteroidales;
KC661271,NC_012490.1,Nocardiaceae;
KC661276,NZ_CP004353.1,Corynebacteriaceae;
NC_017732,NC_021883.1,Pasteurellales;
MH045557,NZ_MUTR01000001.1,Burkholderiales;
KP027208,NC_017287.1,Chlamydiaceae;
KP027209,NZ_FNSA01000003,Tsukamurellaceae;
MK112535,NZ_CP008880.1,Flavobacteriales;
KP027202,NZ_MUYO01000001.1,Lactobacillales;
KP027203,NZ_CP047242.1,Nostocaceae;
KP027204,NZ_CP021654.1,Aeromonadales;
JN116824,NC_009438.1,Alteromonadales;
KP027207,NZ_CP016990.1,Aeromonadales;
NC_023604,NZ_CP050956.1,Bacteroidales;
MF919517,NZ_LR131273.1,Tsukamurellaceae;
NC_023607,NZ_CP035306.1,Lactobacillales;
NC_023600,CP023315,Caulobacterales;
MF919513,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_023603,NZ_CP041040.1,Microbacteriaceae;
JQ512844,NZ_CP047242.1,Nostocaceae;
NC_023609,NZ_JNIU01000001,Pelagibacterales;
MF919518,NZ_VISK01000013.1,Rhodospirillales;
MF919519,CP034433,Neisseriales;
NC_008575,NZ_QLMF01000001.1,Rhizobiales;
MK308638,NC_008261.1,Clostridiales;
MG210949,NZ_CP008880.1,Flavobacteriales;
NC_024388,NZ_QGLK01000001.1,Bifidobacteriaceae;
MF140429,CP023315,Caulobacterales;
NC_031231,NZ_LT629739,Brevibacteriaceae;
MF140420,NZ_JMSZ01000016,Oceanospirillales;
MH727544,NZ_AP014524.1,Vibrionales;
MF140422,CP027029,Bacillales;
MF140423,NC_006461.1,Thermales;
MF140424,NZ_CP015121.1,Pseudomonadales;
MF140425,NZ_JYBE02000001.1,Streptomycetaceae;
MF140426,NZ_PKKP01000001.1,Actinomycetaceae;
MK112539,NZ_CP030777.1,Clostridiales;
NC_003460,NZ_JNIU01000001,Pelagibacterales;
NC_011292,NZ_GG657757,Streptomycetaceae;
NC_011290,NZ_CP031781.1,Vibrionales;
NC_011291,NZ_CP035765.1,Sphingomonadales;
KY130461,NC_013961.1,Enterobacterales;
MG515223,NZ_LT629758,Micromonosporaceae;
NC_027350,NZ_CP031781.1,Vibrionales;
NC_031126,CP034433,Neisseriales;
NC_031127,NZ_LR215047.1,Mycoplasmataceae;
NC_031124,NZ_PKKP01000001.1,Actinomycetaceae;
NC_031125,NC_005363.1,Bdellovibrionales;
NC_031123,NZ_CP016990.1,Aeromonadales;
NC_031120,NC_010163.1,Acholeplasmatales;
NC_023554,NZ_VISK01000013.1,Rhodospirillales;
NC_023555,NC_017287.1,Chlamydiaceae;
NC_023556,NZ_ABJL02000008.1,Bacteroidales;
NC_023550,NZ_CP022580.1,Gordoniaceae;
KY471460,NZ_MSEI01000003,Alteromonadales;
NC_031129,NZ_LT629758,Micromonosporaceae;
NC_012743,NZ_PKKP01000001.1,Actinomycetaceae;
NC_018084,NZ_RQHA01000004.1,Leptospiraceae;
NC_018083,NC_017379.1,Campylobacterales;
KT373978,NZ_LT629739,Brevibacteriaceae;
KX369585,NC_006461.1,Thermales;
NC_008294,CP003184,Thermoanaerobacterales;
MH576962,NZ_CP018296.1,Chlamydiaceae;
MH576963,NZ_CM009828.1,Enterobacterales;
MH576961,NZ_CP046058.1,Chroococcales;
MH576966,NZ_CP021140.1,Eggerthellales;
MH576967,CP003184,Thermoanaerobacterales;
NC_023730,NZ_CP014135.1,Pseudomonadales;
NC_031053,NC_011071.1,Xanthomonadales;
NC_031051,NC_017287.1,Chlamydiaceae;
KR816508,NZ_KZ846072.1,Lactobacillales;
KT326768,CP019892,Microbacteriaceae;
MG757153,NZ_ATTH01000001,Order
MG757156,NZ_CP027407.1,Rhodobacterales;
MG757154,NZ_RQHA01000004.1,Leptospiraceae;
MG757159,NZ_BAOP01000115.1,Gordoniaceae;
MG757158,CP003184,Thermoanaerobacterales;
NC_005263,NZ_LT629758,Micromonosporaceae;
NC_011811,NC_012490.1,Nocardiaceae;
NC_029121,NZ_FODB01000122.1,Oceanospirillales;
NC_009526,NZ_RPMX01000001.1,Rhizobiales;
NC_008694,NC_015601.1,Erysipelotrichales;
NC_012663,LR134359,Campylobacterales;
KR935214,NC_011852.1,Pasteurellales;
MK376955,NZ_GG657757,Streptomycetaceae;
NC_028683,NC_008095.1,Myxococcales;
NC_028979,NC_005042.1,Prochloraceae;
NC_028978,NZ_ADEZ01000001.1,Rhizobiales;
NC_028977,NZ_PKKP01000001.1,Actinomycetaceae;
NC_028972,NZ_QGLK01000001.1,Bifidobacteriaceae;
KC576784,NC_006085.1,Propionibacteriaceae;
MF185717,NZ_CP035765.1,Sphingomonadales;
NC_005880,NC_017287.1,Chlamydiaceae;
MF185719,NC_012490.1,Nocardiaceae;
MF185718,CP023315,Caulobacterales;
NC_005885,NZ_JNIU01000001,Pelagibacterales;
NC_011614,NZ_FODB01000122.1,Oceanospirillales;
NC_011612,NZ_CP025774.1,Burkholderiales;
NC_004689,NC_008095.1,Myxococcales;
NC_004689,CP003184,Thermoanaerobacterales;
NC_004688,NZ_MRCG01000001.1,Oscillatoriales;
NC_004688,NZ_CP035765.1,Sphingomonadales;
NC_004687,CP003184,Thermoanaerobacterales;
NC_004687,NZ_CP047242.1,Nostocaceae;
NC_004686,CP001751,SAR116
NC_004685,NC_008095.1,Myxococcales;
NC_004685,LC361338,Micrococcaceae;
NC_004684,NZ_CP009976.1,Flavobacteriales;
NC_004684,NZ_BEWM01000001.1,Rhodospirillales;
NC_004683,SDYW01000001,Bacteria
NC_004683,CP001751,SAR116
NC_004682,NZ_LR215047.1,Mycoplasmataceae;
NC_004681,CP003184,Thermoanaerobacterales;
NC_004681,NZ_MWMD01000001.1,Enterobacterales;
NC_004680,NZ_LN831027.1,Fusobacteriaceae;
NC_004680,NC_008095.1,Myxococcales;
KU160674,NZ_CP007203.1,Aphanizomenonaceae;
KU160672,NC_011071.1,Xanthomonadales;
KU160673,NZ_CP019870.1,Clostridiales;
KU160670,NZ_CP035765.1,Sphingomonadales;
KU160671,NZ_CP048408.1,Pseudomonadales;
NC_025471,NZ_JNIU01000001,Pelagibacterales;
MK359348,CP003184,Thermoanaerobacterales;
MK359349,NZ_CP007203.1,Aphanizomenonaceae;
MK279850,NZ_JNIU01000001,Pelagibacterales;
MK359344,NZ_LT629758,Micromonosporaceae;
MH590606,NZ_AMGI01000001.1,Entomoplasmatales;
MH590605,NZ_CP022580.1,Gordoniaceae;
KX580962,NC_005042.1,Prochloraceae;
MK359341,NC_005042.1,Prochloraceae;
MK359342,CP001751,SAR116
MH590600,NZ_CP045235.1,Burkholderiales;
MH271320,NZ_SGOE01000001.1,Rhizobiales;
MH271321,NZ_CP047242.1,Nostocaceae;
NC_011104,NZ_LT629770,Microbacteriaceae;
NC_016770,NC_010163.1,Acholeplasmatales;
MK468591,NC_021883.1,Pasteurellales;
MK524528,NZ_LK391965,Vibrionales;
MK524529,AP014565,Enterobacterales;
NC_015296,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_015297,CP001397,Flavobacteriales;
MK524524,NZ_MDBB01000001.1,Vibrionales;
MK524525,NC_013961.1,Enterobacterales;
MK524522,NC_021505.1,Pseudomonadales;
MK524523,NZ_CP050013.1,Enterobacterales;
MK524520,NZ_BCTM01000001,Enterobacterales;
NC_011046,NC_006461.1,Thermales;
NC_024711,NZ_AP014524.1,Vibrionales;
NC_011044,NC_015601.1,Erysipelotrichales;
NC_011043,NZ_CP021654.1,Aeromonadales;
MG962371,NZ_JNIU01000001,Pelagibacterales;
MG962370,CP023315,Caulobacterales;
MG962373,NZ_PKKP01000001.1,Actinomycetaceae;
MG962372,NZ_PKRZ01000001.1,Lactobacillales;
MG962375,NZ_CP047242.1,Nostocaceae;
MG962374,NZ_CP023558.1,Alteromonadales;
MK359299,NZ_CP009764.1,Burkholderiales;
NC_008208,NZ_CP009976.1,Flavobacteriales;
NC_021300,NZ_BEWM01000001.1,Rhodospirillales;
NC_021561,NZ_CP016990.1,Aeromonadales;
KM401838,NZ_UFTQ01000003.1,Brevibacteriaceae;
NC_009014,NZ_RQHA01000004.1,Leptospiraceae;
MF919509,NZ_AP014524.1,Vibrionales;
MF919508,NZ_CP007203.1,Aphanizomenonaceae;
NC_029094,CP003184,Thermoanaerobacterales;
NC_015586,NZ_CP016990.1,Aeromonadales;
NC_029092,NC_006085.1,Propionibacteriaceae;
NC_015584,NZ_CP021140.1,Eggerthellales;
MF919501,SDYW01000001,Bacteria
MF919500,NZ_CP035765.1,Sphingomonadales;
MF919503,NZ_CP007203.1,Aphanizomenonaceae;
MF919502,NZ_CP030105.1,Lactobacillales;
MF919504,CP003563,Rhizobiales;
NC_029099,NC_006085.1,Propionibacteriaceae;
MF919506,NZ_CP013197.1,Entomoplasmatales;
KX756439,CP023315,Caulobacterales;
MK524490,NC_002771.1,Mycoplasmataceae;
KX683293,NZ_HF571038.1,Intrasporangiaceae;
KX683292,NZ_JYNI01000003,Alteromonadales;
NC_023499,NZ_PKKP01000001.1,Actinomycetaceae;
NC_023498,CP001751,SAR116
MF140433,NZ_RPMX01000001.1,Rhizobiales;
MF140432,NC_017379.1,Campylobacterales;
MF140431,NZ_CP015121.1,Pseudomonadales;
MF140430,LC361338,Micrococcaceae;
MF140435,CP000031,Rhodobacterales;
MF140434,NZ_CP031781.1,Vibrionales;
NC_023709,NZ_CP021140.1,Eggerthellales;
NC_023708,NC_006461.1,Thermales;
NC_023705,NC_021883.1,Pasteurellales;
NC_023704,NC_006085.1,Propionibacteriaceae;
NC_023707,NZ_RQHA01000004.1,Leptospiraceae;
NC_023706,NZ_JNIU01000001,Pelagibacterales;
NC_023701,NZ_LT629758,Micromonosporaceae;
NC_023703,NZ_ATTH01000001,Order
NC_023702,NZ_LT629758,Micromonosporaceae;
NC_027341,NZ_JNIU01000001,Pelagibacterales;
KT626047,CP034433,Neisseriales;
MH155864,NZ_LR215047.1,Mycoplasmataceae;
MH155866,NC_004557.1,Clostridiales;
KX522650,NZ_LR215047.1,Mycoplasmataceae;
NC_012027,NC_017287.1,Chlamydiaceae;
NC_031115,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_031939,HG530068,Pseudomonadales;
NC_028746,NZ_CP046058.1,Chroococcales;
NC_031930,NC_008261.1,Clostridiales;
NC_031933,NZ_UFTQ01000001,Brevibacteriaceae;
NC_012756,NZ_CP021654.1,Aeromonadales;
NC_012753,NC_021883.1,Pasteurellales;
NC_028700,NZ_CP016990.1,Aeromonadales;
NC_002371,NZ_CP027407.1,Rhodobacterales;
MH576975,CP034433,Neisseriales;
MH576974,NZ_LOQW01000006.1,Corynebacteriaceae;
MH576977,NZ_CP027793.1,Nocardiaceae;
MH576971,NZ_GG657757.1,Streptomycetaceae;
MH576970,NZ_VISK01000013.1,Rhodospirillales;
NC_031069,NC_010103.1,Rhizobiales;
NC_031068,NZ_CM002803,Oscillatoriales;
NC_031067,NC_007677.1,Order
NC_031066,NZ_CP019870.1,Clostridiales;
NC_031064,CP003184,Thermoanaerobacterales;
MH371110,NZ_AP014524.1,Vibrionales;
MH371111,SDYW01000001,Bacteria
MH371112,NZ_LT629758,Micromonosporaceae;
MH371113,NZ_KN046823,Rhizobiales;
MH371114,NZ_LR215047.1,Mycoplasmataceae;
MH371115,NC_002771.1,Mycoplasmataceae;
MH371116,NZ_FNLM01000034,Gordoniaceae;
MH371117,CP034433,Neisseriales;
MH371118,NC_005363.1,Bdellovibrionales;
MH371119,NC_002771.1,Mycoplasmataceae;
MG925352,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_022057,HG530068,Pseudomonadales;
MG925350,NC_007677.1,Order
MG925351,NZ_CP018725.1,Xanthomonadales;
MG925356,NC_005363.1,Bdellovibrionales;
MG757163,SDYW01000001,Bacteria
KM363596,NZ_CP023560,Bacillales;
KM363597,CP001713,Chlamydiaceae;
NC_027396,NC_012490.1,Nocardiaceae;
NC_027394,NZ_LR131273.1,Tsukamurellaceae;
KR053199,CP003184,Thermoanaerobacterales;
NC_027390,LR134359,Campylobacterales;
NC_022059,NZ_CP023464.1,Alteromonadales;
NC_017980,NZ_HF571038.1,Intrasporangiaceae;
NC_017981,NZ_MRCG01000001.1,Oscillatoriales;
NC_017983,NC_014159.1,Tsukamurellaceae;
NC_017985,NZ_BAOP01000115.1,Gordoniaceae;
NC_018850,NZ_LR131273.1,Tsukamurellaceae;
NC_008265,NZ_RQHA01000004.1,Leptospiraceae;
NC_028960,NZ_CP025774.1,Burkholderiales;
NC_028961,NZ_CP023464.1,Alteromonadales;
NC_028965,NZ_PKKP01000001.1,Actinomycetaceae;
NC_028966,LC361338,Micrococcaceae;
NC_028968,CP003184,Thermoanaerobacterales;
NC_028969,NZ_CP013990.1,Enterobacterales;
KM588359,NZ_MSEI01000003,Alteromonadales;
KX375815,NZ_CP042449.1,Vibrionales;
NC_021068,NZ_CM001889,Streptomycetaceae;
MH051258,LR134359,Campylobacterales;
MH051259,NC_010163.1,Acholeplasmatales;
MH051250,NZ_CP031781.1,Vibrionales;
MH051251,LC361338,Micrococcaceae;
MH051252,CP034433,Neisseriales;
MH051253,LR134359,Campylobacterales;
MH051254,NZ_CP009976.1,Flavobacteriales;
MH051255,NC_015276.1,Oceanospirillales;
MH051256,NC_006085.1,Propionibacteriaceae;
MH051257,NZ_CP023558.1,Alteromonadales;
NC_019925,NZ_LT629770,Microbacteriaceae;
NC_019928,NZ_LN831027.1,Fusobacteriaceae;
NC_019929,NZ_RPMX01000001.1,Rhizobiales;
NC_009993,NZ_MIGA01000001,Streptomycetaceae;
MH910036,NZ_FODB01000122.1,Oceanospirillales;
NC_001629,NZ_NQCD01000010.1,Enterobacterales;
NC_003315,NC_006461.1,Thermales;
MF140416,CP003184,Thermoanaerobacterales;
MK359357,NZ_ATTH01000001,Order
MK359356,NZ_CP009610.1,Pasteurellales;
MK359355,CP001751,SAR116
MK359354,NZ_CP023464.1,Alteromonadales;
MK359353,NC_010163.1,Acholeplasmatales;
MK359352,NC_006461.1,Thermales;
MK359350,NZ_LT629758,Micromonosporaceae;
MG839015,NC_005363.1,Bdellovibrionales;
MF140409,NZ_CP023558.1,Alteromonadales;
MF140404,NZ_CP016990.1,Aeromonadales;
KY348865,CP001751,SAR116
MF140405,NZ_QGLK01000001.1,Bifidobacteriaceae;
MK524530,NZ_HF571038.1,Intrasporangiaceae;
NC_011055,NZ_RPMX01000001.1,Rhizobiales;
NC_011056,NZ_PKKP01000001.1,Actinomycetaceae;
NC_011057,NZ_CP035765.1,Sphingomonadales;
KP027198,NZ_MRCG01000001.1,Oscillatoriales;
NC_029075,LC361338,Micrococcaceae;
MH779502,NZ_QKZO01000001.1,Rhodobacterales;
KP027195,HG530068,Pseudomonadales;
KP027196,NVTK01000009,Alteromonadales;
KU160669,NZ_CP047242.1,Nostocaceae;
KU160668,NZ_ATTH01000001,Order
MH779500,NC_005042.1,Prochloraceae;
KU160661,NZ_CP046058.1,Chroococcales;
KU160660,NC_005042.1,Prochloraceae;
KU160663,NC_003228.3,Bacteroidales;
KU160662,NZ_CP047242.1,Nostocaceae;
KU160665,NZ_CP016990.1,Aeromonadales;
KU160664,NZ_JMSZ01000016,Oceanospirillales;
KU160667,FN554889,Streptomycetaceae;
KU160666,NC_011071.1,Xanthomonadales;
NC_007066,NZ_CP016990.1,Aeromonadales;
NC_007064,NZ_PKKP01000001.1,Actinomycetaceae;
NC_007065,NZ_AMGI01000001.1,Entomoplasmatales;
NC_007062,NC_021883.1,Pasteurellales;
NC_007063,QLNP01000098,Micrococcaceae;
NC_007060,NC_015276.1,Oceanospirillales;
NC_007061,CP023315,Caulobacterales;
KY471267,NZ_CP009125.1,Enterobacterales;
NC_023716,NZ_FNSA01000003,Tsukamurellaceae;
NC_029084,NZ_AP014524.1,Vibrionales;
KM402757,NZ_CP024819.1,Enterobacterales;
NC_029098,NZ_LT629758,Micromonosporaceae;
KX657796,NC_005363.1,Bdellovibrionales;
KX657795,NZ_LN831027.1,Fusobacteriaceae;
KX657794,NZ_CP035765.1,Sphingomonadales;
KX657793,NC_008095.1,Myxococcales;
NC_029079,NC_005042.1,Prochloraceae;
NC_023009,NZ_MRCG01000001.1,Oscillatoriales;
KX610765,NC_011071.1,Xanthomonadales;
KX610764,NC_005363.1,Bdellovibrionales;
NC_002194,NC_017379.1,Campylobacterales;
MG839017,NC_008095.1,Myxococcales;
MG839016,NC_006461.1,Thermales;
MF140408,NZ_CP009976.1,Flavobacteriales;
MG839014,CP032788,Corynebacteriaceae;
MF140406,NC_015601.1,Erysipelotrichales;
MF140407,NZ_CP016990.1,Aeromonadales;
MG839019,SDYW01000001,Bacteria
MG839018,NC_006461.1,Thermales;
MF140402,NZ_LT629758,Micromonosporaceae;
MF140403,NC_008095.1,Myxococcales;
MF140400,NC_005363.1,Bdellovibrionales;
MF140401,NZ_HF571038.1,Intrasporangiaceae;
NC_015938,NC_006085.1,Propionibacteriaceae;
KY471266,NZ_FNSA01000003,Tsukamurellaceae;
NC_023719,CP001751,SAR116
NC_023714,CP023315,Caulobacterales;
NC_023715,NC_011071.1,Xanthomonadales;
NC_023712,CP003184,Thermoanaerobacterales;
NC_023713,NC_015601.1,Erysipelotrichales;
NC_023710,NC_017287.1,Chlamydiaceae;
NC_023711,NZ_SPGG01000010.1,Bacteroidales;
NC_023503,NZ_CP007203.1,Aphanizomenonaceae;
NC_023502,NC_017379.1,Campylobacterales;
MH155873,NZ_HF571038.1,Intrasporangiaceae;
MH155871,CP030026,Enterobacterales;
MH155870,NZ_CP007203.1,Aphanizomenonaceae;
MH155876,NC_008261.1,Clostridiales;
MH155875,NC_006461.1,Thermales;
MH155874,NZ_HF571038.1,Intrasporangiaceae;
MH155879,NZ_CP021140.1,Eggerthellales;
MK411746,NC_007677.1,Order
KX774321,CP034433,Neisseriales;
NC_031108,SDYW01000001,Bacteria
NC_031107,CP023315,Caulobacterales;
NC_031101,NZ_LT629758,Micromonosporaceae;
NC_031102,NZ_CM002803,Oscillatoriales;
NC_031929,NZ_CP035765.1,Sphingomonadales;
NC_031924,NZ_CM001889,Streptomycetaceae;
NC_031925,NZ_HF571038.1,Intrasporangiaceae;
NC_031923,NZ_LT629770,Microbacteriaceae;
NC_031920,NZ_BEWM01000001.1,Rhodospirillales;
NC_028779,NZ_CP046058.1,Chroococcales;
NC_028778,NZ_CP047242.1,Nostocaceae;
NC_028775,NZ_VDDD01000101.1,Rhodobacterales;
NC_028774,NZ_AP018203.1,Leptolyngbyaceae;
NC_028777,NZ_JMSZ01000016,Oceanospirillales;
NC_028772,NC_015601.1,Erysipelotrichales;
KP017311,NC_002771.1,Mycoplasmataceae;
KP017310,NC_012490.1,Nocardiaceae;
KX758539,NC_008095.1,Myxococcales;
KX758538,LR134359,Campylobacterales;
NC_031071,NC_015276.1,Oceanospirillales;
NC_031075,CP012196,Campylobacterales;
NC_031076,NZ_MRCG01000001.1,Oscillatoriales;
NC_031077,NC_002771.1,Mycoplasmataceae;
KT381276,NZ_CP013197.1,Entomoplasmatales;
KT381277,NC_010103.1,Rhizobiales;
NC_022069,NZ_KZ846072.1,Lactobacillales;
NC_022068,NZ_FODB01000122.1,Oceanospirillales;
MH371107,NC_008095.1,Myxococcales;
NC_022063,NZ_CP034148.1,Enterobacterales;
NC_022062,NZ_CP050956.1,Bacteroidales;
MH371109,NZ_CWGL01000001.1,Enterobacterales;
NC_022060,NZ_PKRZ01000001.1,Lactobacillales;
NC_022067,NZ_CP027793.1,Nocardiaceae;
NC_022066,NZ_PKKP01000001.1,Actinomycetaceae;
NC_022065,NC_005042.1,Prochloraceae;
NC_022064,NC_012490.1,Nocardiaceae;
MG925345,CP003184,Thermoanaerobacterales;
MG925344,NC_005363.1,Bdellovibrionales;
MG925347,NC_006461.1,Thermales;
MG925346,NZ_MDBB01000001.1,Vibrionales;
MG925341,NC_021883.1,Pasteurellales;
MG925340,NC_009438.1,Alteromonadales;
MG925343,NC_006085.1,Propionibacteriaceae;
MG925342,NZ_CP013197.1,Entomoplasmatales;
MG925349,NZ_QGLK01000001.1,Bifidobacteriaceae;
MG925348,CP004353,Corynebacteriaceae;
NC_027120,NZ_RQHA01000004.1,Leptospiraceae;
NC_018843,NZ_RQHA01000004.1,Leptospiraceae;
MH834598,CP023315,Caulobacterales;
MH744425,LC361338,Micrococcaceae;
MH744420,NZ_CP012023.1,Rhodobacterales;
MH744421,NZ_UFTQ01000001,Brevibacteriaceae;
MH744422,NZ_JNIU01000001,Pelagibacterales;
MH744423,NC_008095.1,Myxococcales;
KF188414,NC_011071.1,Xanthomonadales;
KU695581,NZ_ADEZ01000001.1,Rhizobiales;
KU695582,NZ_CP015121.1,Pseudomonadales;
NC_028917,NC_010163.1,Acholeplasmatales;
NC_028916,NZ_CP021654.1,Aeromonadales;
NC_028911,NZ_LN831039.1,Mycobacteriaceae;
NC_028910,NZ_MRCG01000001.1,Oscillatoriales;
NC_028912,NC_015601.1,Erysipelotrichales;
NC_029107,NZ_LR215047.1,Mycoplasmataceae;
NC_023718,CP019892,Microbacteriaceae;
NC_009878,NC_002771.1,Mycoplasmataceae;
NC_009877,NZ_CP022580.1,Gordoniaceae;
MK305893,NZ_MWMD01000001.1,Enterobacterales;
MK305892,NZ_LT629758,Micromonosporaceae;
MH450120,NZ_BEWM01000001.1,Rhodospirillales;
MH051248,NC_017287.1,Chlamydiaceae;
NC_016763,NZ_HF571038.1,Intrasporangiaceae;
MH051247,CP023315,Caulobacterales;
MH051246,NZ_CP025545.1,Bacillales;
NC_024356,LR134359,Campylobacterales;
NC_028828,NZ_LT629758,Micromonosporaceae;
NC_019485,NZ_CP021654.1,Aeromonadales;
NC_004112,CP004353,Corynebacteriaceae;
NC_028821,NZ_CP046058.1,Chroococcales;
NC_027340,NZ_VISK01000013.1,Rhodospirillales;
NC_028823,QLNP01000098,Micrococcaceae;
NC_027342,CP019892,Microbacteriaceae;
JN408459,NZ_CP021140.1,Eggerthellales;
NC_028826,CP001751,SAR116
MK359362,NZ_CP016990.1,Aeromonadales;
KT355475,NZ_RQHA01000004.1,Leptospiraceae;
KT355474,NC_006085.1,Propionibacteriaceae;
MK359366,NC_021883.1,Pasteurellales;
KT355472,NZ_RPMX01000001.1,Rhizobiales;
MK359364,NC_008095.1,Myxococcales;
MK359365,CP023315,Caulobacterales;
KU935729,SDYW01000001,Bacteria
NC_010463,CP034433,Neisseriales;
MH271306,NZ_CP035765.1,Sphingomonadales;
MH271307,NZ_LN831039.1,Mycobacteriaceae;
MH271304,NZ_BJNB00000000.1,Corynebacteriaceae;
MH271303,NZ_CP008880.1,Flavobacteriales;
MH271301,NC_015601.1,Erysipelotrichales;
MH271308,NC_007677.1,Order
MH271309,NC_008095.1,Myxococcales;
MH316563,NC_015601.1,Erysipelotrichales;
JN859129,NC_017379.1,Campylobacterales;
JN618996,NZ_CP027793.1,Nocardiaceae;
NC_011021,CP004353,Corynebacteriaceae;
NC_011020,SDYW01000001,Bacteria
MH025888,NZ_QGLK01000001.1,Bifidobacteriaceae;
NC_011022,NZ_AP018203.1,Leptolyngbyaceae;
KR063279,NZ_JYBE02000001.1,Streptomycetaceae;
KR063278,NZ_CP027793.1,Nocardiaceae;
NC_028670,NC_015601.1,Erysipelotrichales;
NC_028671,NZ_JNIU01000001,Pelagibacterales;
NC_025467,NZ_LR131273.1,Tsukamurellaceae;
