phage,host,species,relation
MH727560,NZ_CP010341.1,Alcaligenaceae;,0
MH045555,NZ_CP010341.1,Hafniaceae;,0
NC_031224,NZ_CP010341.1,Vibrionaceae;,0
NC_022969,NZ_CP010341.1,Brucellaceae;,0
NC_031229,NZ_CP010341.1,Bacillaceae;,0
NC_031228,NZ_CP010341.1,chlorophytes;,0
NC_022965,NZ_CP010341.1,Fusobacterium,0
KX550082,NZ_CP010341.1,Helicobacteraceae;,0
NC_011289,NZ_CP010341.1,Nocardia,0
NC_011288,NZ_CP010341.1,Streptomyces;,0
KX817173,NZ_CP010341.1,Streptomyces,0
KX817175,NZ_CP010341.1,Fusobacterium,0
KX817174,NZ_CP010341.1,Halobacteria;,0
NC_024391,NZ_CP010341.1,Tannerellaceae;,0
NC_024390,NZ_CP010341.1,Colwelliaceae;,0
NC_011285,NZ_CP010341.1,Pectobacteriaceae;,0
NC_011284,NZ_CP010341.1,Cutibacterium,0
NC_011287,NZ_CP010341.1,Streptomyces;,0
NC_011286,NZ_CP010341.1,Microbacterium,0
NC_000896,NZ_CP010341.1,Brevibacterium,0
MK305889,NZ_CP010341.1,Prochlorococcus,0
KX683876,NZ_CP010341.1,Staphylococcaceae;,0
KX683875,NZ_CP010341.1,Trichormus,0
NC_023549,NZ_CP010341.1,Thermaceae;,0
KY380102,NZ_CP010341.1,Tetrasphaera,0
NC_030953,NZ_CP010341.1,Enterococcaceae;,0
MK305887,NZ_CP010341.1,Microbacterium,0
NC_008798,NZ_CP010341.1,Rhodospirillaceae;,0
NC_009990,NZ_CP010341.1,Hafniaceae;,0
MH669006,NZ_CP010341.1,Rhodococcus,0
NC_009018,NZ_CP010341.1,Flavobacteriaceae;,0
KU761559,NZ_CP010341.1,Thermaceae;,0
MH576959,NZ_CP010341.1,Leuconostocaceae;,0
MH576958,NZ_CP010341.1,Mycobacterium;,0
MH576957,NZ_CP010341.1,Hexapoda;,0
MH576956,NZ_CP010341.1,Arthrobacter,0
MH576955,NZ_CP010341.1,Mycobacterium;,0
MH576954,NZ_CP010341.1,Lactobacillaceae;,0
MH576953,NZ_CP010341.1,Lactobacillaceae;,0
MH576952,NZ_CP010341.1,Moraxellaceae;,0
MH576951,NZ_CP010341.1,Halomonadaceae;,0
MH576950,NZ_CP010341.1,Streptomyces,0
MF189175,NZ_CP010341.1,Rhodococcus,0
MF189174,NZ_CP010341.1,Trichormus,0
MF189177,NZ_CP010341.1,Alcaligenaceae;,0
MF189176,NZ_CP010341.1,Lactobacillaceae;,0
MF189171,NZ_CP010341.1,Methanobacteria;,0
MF189170,NZ_CP010341.1,Spiroplasmataceae;,0
MF189173,NZ_CP010341.1,Halomonadaceae;,0
MF189172,NZ_CP010341.1,Hafniaceae;,0
NC_031041,NZ_CP010341.1,Aeromonadaceae;,0
NC_031040,NZ_CP010341.1,Acetobacteraceae;,0
NC_031043,NZ_CP010341.1,Kitasatospora,0
NC_031042,NZ_CP010341.1,Tsukamurella,0
NC_031045,NZ_CP010341.1,Arthrobacter,0
MF189178,NZ_CP010341.1,Mycoplasma,0
KY204245,NZ_CP010341.1,Rhizobiaceae;,0
NC_031046,NZ_CP010341.1,Cutibacterium,0
NC_018279,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_018278,NZ_CP010341.1,Nodularia,0
NC_018275,NZ_CP010341.1,Corynebacterium,0
NC_018273,NZ_CP010341.1,Xanthomonadaceae;,0
NC_018270,NZ_CP010341.1,Chlamydia/Chlamydophila,0
NC_028898,NZ_CP010341.1,Vibrionaceae;,0
NC_028899,NZ_CP010341.1,Methanobacteria;,0
NC_031277,NZ_CP010341.1,Pectobacteriaceae;,0
NC_001741,NZ_CP010341.1,Rhodococcus,0
KJ959632,NZ_CP010341.1,Brucellaceae;,0
KY204246,NZ_CP010341.1,Streptomyces,0
NC_028897,NZ_CP010341.1,,0
NC_010391,NZ_CP010341.1,Cutibacterium,0
NC_010392,NZ_CP010341.1,Yersiniaceae;,0
NC_010393,NZ_CP010341.1,Microbacterium,0
NC_031048,NZ_CP010341.1,Lactobacillaceae;,0
NC_009551,NZ_CP010341.1,Tsukamurella,0
NC_009554,NZ_CP010341.1,Mycobacterium;,0
NC_028766,NZ_CP010341.1,Vibrionaceae;,0
MF281061,NZ_CP010341.1,Erwiniaceae;,0
KM592966,NZ_CP010341.1,Sinomonas,0
MF189179,NZ_CP010341.1,Pseudomonadaceae;,0
KX580961,NZ_CP010341.1,Idiomarinaceae;,0
MK376962,NZ_CP010341.1,Pseudomonadaceae;,0
MK376961,NZ_CP010341.1,Nocardia,0
MK376960,NZ_CP010341.1,Acetobacteraceae;,0
NC_008207,NZ_CP010341.1,Thermaceae;,0
NC_008207,NZ_CP010341.1,Ruminococcaceae;,0
NC_008206,NZ_CP010341.1,II.,0
NC_008205,NZ_CP010341.1,Propionibacterium,0
NC_008205,NZ_CP010341.1,Sulfolobaceae;,0
NC_008204,NZ_CP010341.1,Rhodococcus,0
NC_008204,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_008203,NZ_CP010341.1,Ruminococcaceae;,0
NC_008203,NZ_CP010341.1,Prochlorococcus,0
NC_008202,NZ_CP010341.1,Staphylococcaceae;,0
NC_008201,NZ_CP010341.1,Fusobacterium,0
NC_008200,NZ_CP010341.1,Idiomarinaceae;,0
NC_008200,NZ_CP010341.1,Clostridiaceae;,0
NC_028942,NZ_CP010341.1,Rhodospirillaceae;,0
NC_009884,NZ_CP010341.1,Hexapoda;,0
NC_028941,NZ_CP010341.1,Cutibacterium,0
NC_028946,NZ_CP010341.1,Comamonadaceae;,0
NC_028947,NZ_CP010341.1,Halomonadaceae;,0
NC_028945,NZ_CP010341.1,Alcaligenaceae;,0
MK359359,NZ_CP010341.1,Tetrasphaera,0
NC_009234,NZ_CP010341.1,Vertebrata;,0
MK359358,NZ_CP010341.1,Gordonia,0
NC_031128,NZ_CP010341.1,Listeriaceae;,0
NC_027399,NZ_CP010341.1,Actinoplanes,0
KX557279,NZ_CP010341.1,Streptococcaceae;,0
KX648391,NZ_CP010341.1,Kitasatospora,0
MF140421,NZ_CP010341.1,Thermaceae;,0
KX557278,NZ_CP010341.1,Xanthomonadaceae;,0
NC_005893,NZ_CP010341.1,Alcaligenaceae;,0
NC_022756,NZ_CP010341.1,Tannerellaceae;,0
NC_030939,NZ_CP010341.1,Nocardia,0
KU867906,NZ_CP010341.1,Comamonadaceae;,0
KU867907,NZ_CP010341.1,Cutibacterium,0
JN638753,NZ_CP010341.1,Campylobacteraceae;,0
JN638752,NZ_CP010341.1,Mycobacterium,0
KP273225,NZ_CP010341.1,Brevibacterium,0
KY083060,NZ_CP010341.1,Brevibacterium,0
NC_019455,NZ_CP010341.1,Mycolicibacterium,0
NC_019453,NZ_CP010341.1,Sinomonas,0
KU160643,NZ_CP010341.1,Campylobacteraceae;,0
KU160642,NZ_CP010341.1,Mycoplasma,0
KU160641,NZ_CP010341.1,Pseudoalteromonadaceae;,0
KU160647,NZ_CP010341.1,Enterococcaceae;,0
KU160646,NZ_CP010341.1,Halomonadaceae;,0
KU160645,NZ_CP010341.1,II.,0
KU160644,NZ_CP010341.1,Sinomonas,0
KU160649,NZ_CP010341.1,Chlamydia/Chlamydophila,0
KU160648,NZ_CP010341.1,Fusobacterium,0
MK359339,NZ_CP010341.1,Helicobacteraceae;,0
MK359338,NZ_CP010341.1,II.,0
NC_025452,NZ_CP010341.1,Mamiellales;,0
MK359331,NZ_CP010341.1,Comamonadaceae;,0
MK359330,NZ_CP010341.1,II.,0
MK359333,NZ_CP010341.1,Rhizobiaceae;,0
MK359332,NZ_CP010341.1,Streptomyces;,0
MK359335,NZ_CP010341.1,Erwiniaceae;,0
MK359334,NZ_CP010341.1,Thermaceae;,0
MK359337,NZ_CP010341.1,Brucellaceae;,0
MK359336,NZ_CP010341.1,Actinoplanes,0
NC_025450,NZ_CP010341.1,Vibrionaceae;,0
NC_028990,NZ_CP010341.1,Nodularia,0
NC_015263,NZ_CP010341.1,Methanobacteria;,0
NC_015262,NZ_CP010341.1,Halomonadaceae;,0
MG099943,NZ_CP010341.1,Brucellaceae;,0
MG099947,NZ_CP010341.1,Streptomyces;,0
MG099946,NZ_CP010341.1,Peptostreptococcaceae;,0
MG099945,NZ_CP010341.1,Sulfolobaceae;,0
MG099949,NZ_CP010341.1,Prochlorococcus,0
MG099948,NZ_CP010341.1,Brucellaceae;,0
MK524519,NZ_CP010341.1,Pectobacteriaceae;,0
MK524518,NZ_CP010341.1,Campylobacteraceae;,0
NC_011270,NZ_CP010341.1,Thermaceae;,0
NC_011271,NZ_CP010341.1,Bacteroidaceae;,0
NC_011272,NZ_CP010341.1,Enterococcaceae;,0
NC_011273,NZ_CP010341.1,Peptostreptococcaceae;,0
MK524513,NZ_CP010341.1,Microbacterium,0
MK524512,NZ_CP010341.1,Nodularia,0
MK524510,NZ_CP010341.1,Lactobacillaceae;,0
MK524517,NZ_CP010341.1,Listeriaceae;,0
NC_004927,NZ_CP010341.1,Hexapoda;,0
MK524515,NZ_CP010341.1,Brucellaceae;,0
MK524514,NZ_CP010341.1,Nocardia,0
MH077580,NZ_CP010341.1,Brevibacterium,0
MH077581,NZ_CP010341.1,Propionibacterium,0
MH077582,NZ_CP010341.1,Microcoleaceae;,0
MH077583,NZ_CP010341.1,Thermoanaerobacterales,0
MH077584,NZ_CP010341.1,Oceanospirillaceae;,0
MH077585,NZ_CP010341.1,Bacteroidaceae;,0
KF017927,NZ_CP010341.1,Rhodobacteraceae;,0
KY798216,NZ_CP010341.1,Thermoanaerobacterales,0
NC_021558,NZ_CP010341.1,Flavobacteriaceae;,0
KP057620,NZ_CP010341.1,Sinomonas,0
MG962368,NZ_CP010341.1,Oceanospirillaceae;,0
MG962369,NZ_CP010341.1,Acetobacteraceae;,0
MG962366,NZ_CP010341.1,Comamonadaceae;,0
MG962367,NZ_CP010341.1,Streptomyces,0
MG962364,NZ_CP010341.1,Pectobacteriaceae;,0
MG962365,NZ_CP010341.1,Oscillatoriaceae;,0
MG962362,NZ_CP010341.1,Bacteroidaceae;,0
MG962363,NZ_CP010341.1,Halomonadaceae;,0
MG962360,NZ_CP010341.1,Rhodococcus,0
MG962361,NZ_CP010341.1,Yersiniaceae;,0
MH825701,NZ_CP010341.1,Comamonadaceae;,0
MH825700,NZ_CP010341.1,Corynebacterium,0
KT959213,NZ_CP010341.1,Hafniaceae;,0
MH825702,NZ_CP010341.1,Oceanospirillaceae;,0
MH825705,NZ_CP010341.1,Yersiniaceae;,0
MH825704,NZ_CP010341.1,Fusobacterium,0
MH825707,NZ_CP010341.1,Gordonia,0
NC_025417,NZ_CP010341.1,Alcaligenaceae;,0
NC_025416,NZ_CP010341.1,Yersiniaceae;,0
NC_025415,NZ_CP010341.1,Tannerellaceae;,0
KC661271,NZ_CP010341.1,Pectobacteriaceae;,0
KC661276,NZ_CP010341.1,Nocardia,0
NC_017732,NZ_CP010341.1,Halobacteria;,0
MH045557,NZ_CP010341.1,Arthrobacter,0
KP027208,NZ_CP010341.1,Gordonia,0
KP027209,NZ_CP010341.1,Bacteroidaceae;,0
MK112535,NZ_CP010341.1,Paenibacillaceae;,0
KP027202,NZ_CP010341.1,Rhodospirillaceae;,0
KP027203,NZ_CP010341.1,Flavobacteriaceae;,0
KP027204,NZ_CP010341.1,Mycobacteroides,0
JN116824,NZ_CP010341.1,Enterobacteriaceae;,0
KP027207,NZ_CP010341.1,Colwelliaceae;,0
NC_023604,NZ_CP010341.1,Moraxellaceae;,0
MF919517,NZ_CP010341.1,Nodularia,0
MF919514,NZ_CP010341.1,Prochlorococcus,0
NC_023607,NZ_CP010341.1,Bacillaceae;,0
NC_023600,NZ_CP010341.1,Mamiellales;,0
MF919513,NZ_CP010341.1,Helicobacteraceae;,0
MF919510,NZ_CP010341.1,Helicobacteraceae;,0
NC_023603,NZ_CP010341.1,Paenibacillaceae;,0
JQ512844,NZ_CP010341.1,Sulfolobaceae;,0
NC_007646,NZ_CP010341.1,Bacteroidaceae;,0
NC_023609,NZ_CP010341.1,II.,0
MF919518,NZ_CP010341.1,Mamiellales;,0
MF919519,NZ_CP010341.1,Trichormus,0
NC_008575,NZ_CP010341.1,Rhodospirillaceae;,0
MK308638,NZ_CP010341.1,Hafniaceae;,0
MG210949,NZ_CP010341.1,Mamiellales;,0
NC_024388,NZ_CP010341.1,Corynebacterium,0
MF140429,NZ_CP010341.1,Helicobacteraceae;,0
NC_031230,NZ_CP010341.1,Nocardia,0
NC_031231,NZ_CP010341.1,Mycolicibacterium,0
NC_031237,NZ_CP010341.1,Corynebacterium,0
NC_031234,NZ_CP010341.1,Oscillatoriaceae;,0
MF140420,NZ_CP010341.1,Thermoanaerobacterales,0
MH727544,NZ_CP010341.1,Streptococcaceae;,0
MF140422,NZ_CP010341.1,Rhodobacteraceae;,0
MF140423,NZ_CP010341.1,Listeriaceae;,0
MF140424,NZ_CP010341.1,Spiroplasmataceae;,0
MF140425,NZ_CP010341.1,Corynebacterium,0
MF140426,NZ_CP010341.1,Mycobacteroides,0
MK112539,NZ_CP010341.1,Prochlorococcus,0
NC_003460,NZ_CP010341.1,Sulfolobaceae;,0
NC_011292,NZ_CP010341.1,Bacillaceae;,0
NC_011290,NZ_CP010341.1,Bacteroidaceae;,0
NC_011291,NZ_CP010341.1,Alcaligenaceae;,0
KY130461,NZ_CP010341.1,Brevibacterium,0
MG515223,NZ_CP010341.1,Pelagibacteraceae;,0
NC_027350,NZ_CP010341.1,Sinomonas,0
NC_031126,NZ_CP010341.1,Vertebrata;,0
NC_031127,NZ_CP010341.1,Enterococcaceae;,0
NC_031124,NZ_CP010341.1,Paenibacillaceae;,0
NC_031125,NZ_CP010341.1,Burkholderiaceae;,0
NC_031122,NZ_CP010341.1,Mycobacterium,0
NC_031123,NZ_CP010341.1,Campylobacteraceae;,0
NC_031120,NZ_CP010341.1,Trichormus,0
NC_023554,NZ_CP010341.1,Caulobacteraceae;,0
NC_023555,NZ_CP010341.1,Lactobacillaceae;,0
NC_023556,NZ_CP010341.1,Yersiniaceae;,0
NC_023550,NZ_CP010341.1,Bacteroidaceae;,0
KY471460,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_031129,NZ_CP010341.1,Kitasatospora,0
NC_012743,NZ_CP010341.1,Leptospira,0
NC_018084,NZ_CP010341.1,chlorophytes;,0
NC_018083,NZ_CP010341.1,Tannerellaceae;,0
KT373978,NZ_CP010341.1,Colwelliaceae;,0
KX369585,NZ_CP010341.1,Listeriaceae;,0
NC_008294,NZ_CP010341.1,Thermaceae;,0
MH576962,NZ_CP010341.1,Propionibacterium,0
MH576963,NZ_CP010341.1,Bacteroidaceae;,0
MH576960,NZ_CP010341.1,Yersiniaceae;,0
MH576961,NZ_CP010341.1,Vertebrata;,0
MH576966,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MH576967,NZ_CP010341.1,Aeromonadaceae;,0
NC_023730,NZ_CP010341.1,Spiroplasmataceae;,0
MH576969,NZ_CP010341.1,Sulfolobaceae;,0
NC_031052,NZ_CP010341.1,Oceanospirillaceae;,0
NC_031053,NZ_CP010341.1,,0
NC_031051,NZ_CP010341.1,Xanthomonadaceae;,0
KR816508,NZ_CP010341.1,Thermoanaerobacterales,0
KT326768,NZ_CP010341.1,Nodularia,0
MG757153,NZ_CP010341.1,Arthrobacter,0
MG757152,NZ_CP010341.1,Leuconostocaceae;,0
MG757157,NZ_CP010341.1,Streptococcaceae;,0
MG757156,NZ_CP010341.1,Methanobacteria;,0
MG757154,NZ_CP010341.1,Propionibacterium,0
MG757159,NZ_CP010341.1,Halomonadaceae;,0
MG757158,NZ_CP010341.1,Mycobacterium,0
NC_005263,NZ_CP010341.1,Mycoplasma,0
NC_011811,NZ_CP010341.1,Rhodospirillaceae;,0
NC_029121,NZ_CP010341.1,Pelagibacteraceae;,0
NC_009526,NZ_CP010341.1,Actinomyces,0
NC_008694,NZ_CP010341.1,Caulobacteraceae;,0
NC_012663,NZ_CP010341.1,Vibrionaceae;,0
MK376953,NZ_CP010341.1,Rhodococcus,0
MK376956,NZ_CP010341.1,Chlamydia/Chlamydophila,0
KR935214,NZ_CP010341.1,Streptomyces;,0
MK376954,NZ_CP010341.1,Yersiniaceae;,0
MK376955,NZ_CP010341.1,Campylobacteraceae;,0
MK376959,NZ_CP010341.1,Microcoleaceae;,0
NC_028683,NZ_CP010341.1,Mycobacterium,0
NC_028979,NZ_CP010341.1,Burkholderiaceae;,0
NC_028978,NZ_CP010341.1,Actinoplanes,0
NC_028977,NZ_CP010341.1,chlorophytes;,0
NC_028972,NZ_CP010341.1,Methanobacteria;,0
NC_027925,NZ_CP010341.1,Moraxellaceae;,0
KC576784,NZ_CP010341.1,Propionibacterium,0
MF185717,NZ_CP010341.1,Streptomyces,0
NC_005880,NZ_CP010341.1,Tsukamurella,0
MF185719,NZ_CP010341.1,Kitasatospora,0
MF185718,NZ_CP010341.1,Streptomyces;,0
NC_005885,NZ_CP010341.1,Shewanellaceae;,0
NC_011614,NZ_CP010341.1,Erwiniaceae;,0
NC_011612,NZ_CP010341.1,Sphingomonadaceae;,0
NC_004689,NZ_CP010341.1,Pelagibacteraceae;,0
NC_004689,NZ_CP010341.1,Sphingomonadaceae;,0
NC_004688,NZ_CP010341.1,Oceanospirillaceae;,0
NC_004688,NZ_CP010341.1,Rhodospirillaceae;,0
NC_004687,NZ_CP010341.1,Pseudomonadaceae;,0
NC_004687,NZ_CP010341.1,Comamonadaceae;,0
NC_004686,NZ_CP010341.1,Caulobacteraceae;,0
NC_004685,NZ_CP010341.1,Nocardia,0
NC_004685,NZ_CP010341.1,Lactobacillaceae;,0
NC_004684,NZ_CP010341.1,Mycobacteroides,0
NC_004684,NZ_CP010341.1,Ruminococcaceae;,0
NC_004683,NZ_CP010341.1,Cutibacterium,0
NC_004683,NZ_CP010341.1,Rhodococcus,0
NC_004682,NZ_CP010341.1,Enterococcaceae;,0
NC_004681,NZ_CP010341.1,Methanobacteria;,0
NC_004681,NZ_CP010341.1,Streptomyces;,0
NC_004680,NZ_CP010341.1,Sulfolobaceae;,0
NC_004680,NZ_CP010341.1,Microbacterium,0
KU160674,NZ_CP010341.1,Shewanellaceae;,0
KU160672,NZ_CP010341.1,Clavibacter,0
KU160673,NZ_CP010341.1,Yersiniaceae;,0
KU160670,NZ_CP010341.1,Clavibacter,0
KU160671,NZ_CP010341.1,Shewanellaceae;,0
NC_025471,NZ_CP010341.1,Listeriaceae;,0
MK359348,NZ_CP010341.1,Propionibacterium,0
MK359349,NZ_CP010341.1,,0
MK279850,NZ_CP010341.1,Rhodococcus,0
MK359344,NZ_CP010341.1,Halomonadaceae;,0
MH590606,NZ_CP010341.1,Caulobacteraceae;,0
MH590605,NZ_CP010341.1,Hexapoda;,0
KX580962,NZ_CP010341.1,Ruminococcaceae;,0
MH590603,NZ_CP010341.1,Kitasatospora,0
MK359341,NZ_CP010341.1,Streptomyces;,0
MK359342,NZ_CP010341.1,Enterobacteriaceae;,0
MH590600,NZ_CP010341.1,Fusobacterium,0
MH271320,NZ_CP010341.1,Nocardia,0
MH271321,NZ_CP010341.1,Trichormus,0
KU252585,NZ_CP010341.1,Bacteroidaceae;,0
NC_011104,NZ_CP010341.1,Sinomonas,0
NC_016770,NZ_CP010341.1,Erwiniaceae;,0
MK468591,NZ_CP010341.1,Clostridiaceae;,0
MK524528,NZ_CP010341.1,Trichormus,0
MK524529,NZ_CP010341.1,Tannerellaceae;,0
NC_015296,NZ_CP010341.1,Flavobacteriaceae;,0
NC_015297,NZ_CP010341.1,Actinoplanes,0
MK524524,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MK524525,NZ_CP010341.1,Brucellaceae;,0
MK524522,NZ_CP010341.1,Pasteurellaceae;,0
MK524523,NZ_CP010341.1,Pseudoalteromonadaceae;,0
MK524520,NZ_CP010341.1,Hafniaceae;,0
NC_011046,NZ_CP010341.1,Tsukamurella,0
NC_011044,NZ_CP010341.1,Peptostreptococcaceae;,0
NC_011043,NZ_CP010341.1,II.,0
MG962371,NZ_CP010341.1,Pectobacteriaceae;,0
MG962370,NZ_CP010341.1,Enterococcaceae;,0
MG962373,NZ_CP010341.1,Pectobacteriaceae;,0
MG962372,NZ_CP010341.1,Enterobacteriaceae;,0
MG962375,NZ_CP010341.1,Campylobacteraceae;,0
MG962374,NZ_CP010341.1,Vibrionaceae;,0
MK359299,NZ_CP010341.1,Corynebacterium,0
NC_008208,NZ_CP010341.1,Oscillatoriaceae;,0
NC_021300,NZ_CP010341.1,Actinoplanes,0
NC_021561,NZ_CP010341.1,Oscillatoriaceae;,0
KM401838,NZ_CP010341.1,Pseudoalteromonadaceae;,0
NC_009014,NZ_CP010341.1,Oceanospirillaceae;,0
MF919509,NZ_CP010341.1,Arthrobacter,0
MF919508,NZ_CP010341.1,Tannerellaceae;,0
NC_029094,NZ_CP010341.1,Streptomyces;,0
NC_015586,NZ_CP010341.1,Oscillatoriaceae;,0
NC_029092,NZ_CP010341.1,Yersiniaceae;,0
NC_015584,NZ_CP010341.1,Enterobacteriaceae;,0
MF919501,NZ_CP010341.1,Aeromonadaceae;,0
MF919500,NZ_CP010341.1,Flavobacteriaceae;,0
MF919503,NZ_CP010341.1,Streptomyces,0
MF919502,NZ_CP010341.1,Peptostreptococcaceae;,0
MF919504,NZ_CP010341.1,Ruminococcaceae;,0
NC_029099,NZ_CP010341.1,Bacteroidaceae;,0
MF919506,NZ_CP010341.1,Propionibacterium,0
KX756439,NZ_CP010341.1,Enterobacteriaceae;,0
MK524490,NZ_CP010341.1,Burkholderiaceae;,0
KX683293,NZ_CP010341.1,Staphylococcaceae;,0
KX683292,NZ_CP010341.1,Trichormus,0
NC_023499,NZ_CP010341.1,Spiroplasmataceae;,0
NC_023498,NZ_CP010341.1,Arthrobacter,0
MF140433,NZ_CP010341.1,Microbacterium,0
MF140432,NZ_CP010341.1,Helicobacteraceae;,0
MF140431,NZ_CP010341.1,Idiomarinaceae;,0
MF140430,NZ_CP010341.1,Streptococcaceae;,0
MF140435,NZ_CP010341.1,Trichormus,0
MF140434,NZ_CP010341.1,Morganellaceae;,0
NC_023709,NZ_CP010341.1,Gordonia,0
NC_023708,NZ_CP010341.1,Corynebacterium,0
NC_023705,NZ_CP010341.1,Rhodobacteraceae;,0
NC_023704,NZ_CP010341.1,Actinoplanes,0
NC_023707,NZ_CP010341.1,Sinomonas,0
NC_023706,NZ_CP010341.1,Mycoplasma,0
NC_023701,NZ_CP010341.1,Bdellovibrionaceae;,0
NC_023703,NZ_CP010341.1,Actinomyces,0
NC_023702,NZ_CP010341.1,Listeriaceae;,0
NC_027341,NZ_CP010341.1,Xanthomonadaceae;,0
KT626047,NZ_CP010341.1,Enterobacteriaceae;,0
MH155864,NZ_CP010341.1,Brevibacterium,0
MH155866,NZ_CP010341.1,Sinomonas,0
MH155867,NZ_CP010341.1,Campylobacteraceae;,0
KX522650,NZ_CP010341.1,Tetrasphaera,0
NC_031118,NZ_CP010341.1,Actinomyces,0
NC_031112,NZ_CP010341.1,Streptococcaceae;,0
NC_012027,NZ_CP010341.1,Alcaligenaceae;,0
NC_031115,NZ_CP010341.1,Xanthomonadaceae;,0
NC_031939,NZ_CP010341.1,Caulobacteraceae;,0
NC_028746,NZ_CP010341.1,Lactobacillaceae;,0
NC_031930,NZ_CP010341.1,Enterococcaceae;,0
NC_031933,NZ_CP010341.1,Methanobacteria;,0
NC_012756,NZ_CP010341.1,Nocardia,0
NC_012753,NZ_CP010341.1,Hafniaceae;,0
NC_028700,NZ_CP010341.1,Xanthomonadaceae;,0
NC_002371,NZ_CP010341.1,Ruminococcaceae;,0
MH576975,NZ_CP010341.1,Streptomyces,0
MH576974,NZ_CP010341.1,Corynebacterium,0
MH576977,NZ_CP010341.1,Enterococcaceae;,0
MH576976,NZ_CP010341.1,Halobacteria;,0
MH576971,NZ_CP010341.1,Thermaceae;,0
MH576970,NZ_CP010341.1,Staphylococcaceae;,0
NC_031069,NZ_CP010341.1,Sulfolobaceae;,0
NC_031068,NZ_CP010341.1,Mycolicibacterium,0
NC_031067,NZ_CP010341.1,Shewanellaceae;,0
NC_031066,NZ_CP010341.1,Clavibacter,0
NC_031064,NZ_CP010341.1,Pseudomonadaceae;,0
NC_031061,NZ_CP010341.1,Sphingomonadaceae;,0
NC_031060,NZ_CP010341.1,Tsukamurella,0
MH371110,NZ_CP010341.1,Streptococcaceae;,0
MH371111,NZ_CP010341.1,chlorophytes;,0
MH371112,NZ_CP010341.1,Moraxellaceae;,0
MH371113,NZ_CP010341.1,Brevibacterium,0
MH371114,NZ_CP010341.1,Idiomarinaceae;,0
MH371115,NZ_CP010341.1,Thermaceae;,0
MH371116,NZ_CP010341.1,Hexapoda;,0
MH371117,NZ_CP010341.1,Bacillaceae;,0
MH371118,NZ_CP010341.1,Staphylococcaceae;,0
MH371119,NZ_CP010341.1,Tsukamurella,0
MG925352,NZ_CP010341.1,Trichormus,0
NC_022057,NZ_CP010341.1,Yersiniaceae;,0
MG925350,NZ_CP010341.1,II.,0
MG925351,NZ_CP010341.1,Trichormus,0
MG925356,NZ_CP010341.1,Oscillatoriaceae;,0
MG757163,NZ_CP010341.1,Sulfolobaceae;,0
KM363596,NZ_CP010341.1,,0
KM363597,NZ_CP010341.1,Microcoleaceae;,0
NC_027396,NZ_CP010341.1,Sphingomonadaceae;,0
NC_027394,NZ_CP010341.1,Mycobacterium;,0
KR053199,NZ_CP010341.1,Corynebacterium,0
NC_027390,NZ_CP010341.1,Spiroplasmataceae;,0
NC_022059,NZ_CP010341.1,Arthrobacter,0
NC_017980,NZ_CP010341.1,Arthrobacter,0
NC_017981,NZ_CP010341.1,Lactobacillaceae;,0
NC_017985,NZ_CP010341.1,Listeriaceae;,0
NC_018850,NZ_CP010341.1,Gordonia,0
NC_008265,NZ_CP010341.1,Rhodococcus,0
NC_028960,NZ_CP010341.1,Colwelliaceae;,0
NC_028961,NZ_CP010341.1,Leptospira,0
NC_028965,NZ_CP010341.1,Clavibacter,0
NC_028966,NZ_CP010341.1,Oceanospirillaceae;,0
NC_028968,NZ_CP010341.1,Moraxellaceae;,0
NC_028969,NZ_CP010341.1,Idiomarinaceae;,0
KM588359,NZ_CP010341.1,Moraxellaceae;,0
KX375815,NZ_CP010341.1,Bacteroidaceae;,0
NC_021068,NZ_CP010341.1,Hafniaceae;,0
MH051258,NZ_CP010341.1,Brevibacterium,0
MH051259,NZ_CP010341.1,Leptospira,0
MK305885,NZ_CP010341.1,Prochlorococcus,0
MH051250,NZ_CP010341.1,Pasteurellaceae;,0
MH051251,NZ_CP010341.1,Leuconostocaceae;,0
MH051252,NZ_CP010341.1,Bacteroidaceae;,0
MH051253,NZ_CP010341.1,Mamiellales;,0
MH051254,NZ_CP010341.1,Hexapoda;,0
MH051255,NZ_CP010341.1,Cutibacterium,0
MH051256,NZ_CP010341.1,Chlamydia/Chlamydophila,0
MH051257,NZ_CP010341.1,Microbacterium,0
NC_019925,NZ_CP010341.1,Cutibacterium,0
NC_019928,NZ_CP010341.1,Pelagibacteraceae;,0
NC_019929,NZ_CP010341.1,Mycobacteroides,0
NC_009993,NZ_CP010341.1,Leuconostocaceae;,0
MH910036,NZ_CP010341.1,Brucellaceae;,0
NC_001629,NZ_CP010341.1,Halomonadaceae;,0
NC_003315,NZ_CP010341.1,Oscillatoriaceae;,0
MF140416,NZ_CP010341.1,Nodularia,0
KX557273,NZ_CP010341.1,Idiomarinaceae;,0
KX557272,NZ_CP010341.1,Mamiellales;,0
KX557275,NZ_CP010341.1,Sinomonas,0
KX557274,NZ_CP010341.1,Pseudoalteromonadaceae;,0
KX557277,NZ_CP010341.1,Helicobacteraceae;,0
KX557276,NZ_CP010341.1,Comamonadaceae;,0
