,phage_name,phage_genbank_id,phage_refseq_id,host_name,host_id,host_category,host_desc
190,ATCC29399BT,JX262224,NC_018847,Propionibacterium acnes ATCC 29399,MG820636.1,54,"Propionibacterium phage pa29399-1-D_2, complete genome"
191,Atcoo,MN585977,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
192,Athena,JN699003,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
193,Atiba,MN234230,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
194,Atkinbua,MN813700,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
195,Atlantean,MK359362,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
196,Atraxa,MH834597,,Arthrobacter sulfureus NRRL B-14730,MT793541.1,5,"Paeniglutamicibacter sulfureus strain P422 16S ribosomal RNA gene, partial sequence"
197,Atraxi,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
198,Attacne,KR337651,,Propionibacterium acnes ATCC 6919,MT947204.1,55,"Cutibacterium acnes strain HKG366 16S ribosomal RNA gene, partial sequence"
199,Attis,KU963247,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
200,Attoomi,MG593801,,Streptomyces azureus NRRL B-2655,NZ_BBYS00000000.1,77,"Streptomyces azureus strain ATCC 14921, whole genome shotgun sequencing project"
201,Atuin,,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
202,Aubergine,MG839015,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
203,Audrey,KJ194581,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
204,Audrick,MF919493,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
205,AugsMagnumOpus,MH536813,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
206,Austin,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
207,Austintatious,MK305888,,Streptomyces venezuelae ATCC 10712,MK305888.1,96,"Streptomyces phage Austintatious, complete genome"
208,Auxilium,MH834598,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
209,Ava3,JQ911768,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
210,AvadaKedavra,MN096382,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
211,Avani,JQ809702,NC_023698,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
212,AvatarAhPeg,MK494129,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
213,Avazak,MN585971,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
214,AvGardian,MT310853,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
215,Avle17,MH509443,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
216,Avocado,MF141540,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
217,Avocadoman,MT889372,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
218,Avrafan,JN699002,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
219,Awesomesauce,MT553347,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
220,AxiPup,MG839016,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
221,Axym,MN444871,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
222,Ayotoya,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
223,Azathoth,MH576948,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
224,Aziz,MT658802,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
225,Azizam,MN585990,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
226,Aztec,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
227,Azula,MT723935,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
228,B22,KX620750,,Propionibacterium freudenreichii TL 110,AL645882.2,59,Streptomyces coelicolor A3(2) complete genome
229,B3,KX620749,,Propionibacterium freudenreichii TL 110,AL645882.2,59,Streptomyces coelicolor A3(2) complete genome
230,BabeRuth,MK392367,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
231,BaboJay,MK016491,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
232,Babsiella,JN699001,NC_023697,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
233,Baby16,MK359323,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
234,BabyDotz,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
235,BabyGotBac,KY365739,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
236,BabyRay,KX683423,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
237,BabyYoda,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
238,Bachita,KU998247,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
239,Bachome,MN586006,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
240,BackyardAgain,MT818416,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
241,Backyardigan,JF704093,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
242,BaconJack,MN617845,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
243,Bactobuster,KU568494,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
244,BadAgartude,MK359353,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
245,Badfish,KJ194580,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
246,Badger, KX550442,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
247,BadStone,MT114165,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
248,Badulia,,,Microbacterium testaceum NRRL B-24232,Not Found,36,Not Found
249,Baee,KR080199,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
250,Baehexic,KX683875,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
251,BaghaKamala,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
252,Baines,MG839017,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
253,BAKA,JF937090,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
254,Bakery,MK937603,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
255,Baloo,MG920059,,Mycobacterium phlei GTIS10,MH047633.1,46,"Mycobacterium phage Pistachio, complete genome"
256,Balsa,MG839030,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
257,BananaFence,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
258,Bananafish,MK814751,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
259,Bandik,MH045554,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
260,Bangla1971,MH825697,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
261,BangNhom,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
262,Banjo,MH230874,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
263,Banquo,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
264,Bantam,KX557272,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
265,Barb,MK864265,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
266,Barbarian,MG872832,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
267,Barco,MK501730,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
268,Barnyard,AY129339,NC_004689,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
269,BarrelRoll,JN643714,NC_023747,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
270,BarretLemon,KU647629,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
271,Barriga,KR997929,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
272,Barsten,MT498035,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
273,Bartholomew,MF140399,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
274,BartholomewSD,MK460245,,Streptomyces platensis MJ1A1,MK433266.1,85,"Streptomyces phage Shawty, complete genome"
275,Bartimeaus,MT889390,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
276,Bask21,JF937091,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
277,Basquiat,MK359366,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
278,Bastet,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
279,Batiatus,MH020235,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
280,BatStarr,KX557273,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
281,BatteryCK,MG962363,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
282,Battuta,,,Streptomyces sanglieri UNT16F27A,MT024872.1,87,"Streptomyces phage Muntaha, complete genome"
283,BaxterFox,KU963263,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
284,BayC,MH178381,,Streptomyces griseus ATCC 10137,MN586056.1,80,"Streptomyces phage FidgetOrca, complete genome"
285,Bazzle,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
286,BBQValindra,MT522006,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
287,Beagle,MN586021,,Arthrobacter globiformis B-2979,AF329477.3,2,"Arthrobacter globiformis strain NRRL B-2979 N,N-dimethylglycine oxidase operon, complete sequence; and hypothetical protein, putative formate dehydrogenase (fdh), putative molibdopterin biosynthesis protein (moeA), putative IclR-family transcriptional regulator (dioR), putative oxygenase (dio), putative ferredoxin reductase (fdr), putative ferredoxin (fdx), putative 10-formyltetrahydrofolate deformylase (purU2), dimethylglycine oxidase (dmg2), hypothetical protein, putative ABC transporter, putative methionine synthase (metH), and putative luciferase-like monooxygenase protein genes, complete cds"
288,Beaglebox,MN369744,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
289,Beans,MF324907,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
290,BeanWater,MF919494,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
291,BeardedLady,MF541403,,Streptomyces xanthochromogenes NRRL B-5410,NZ_BMUZ00000000.1,100,"Streptomyces xanthochromogenes strain JCM 4612, whole genome shotgun sequencing project"
292,Beatrix,MK305893,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
293,BeatusComedenti,MN586053,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
294,BeautPeep30,MT310861,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
295,Beauxregard13,MH155864,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
296,Beaver,MK967390,,Gordonia rubripertincta NRRL B-16540,MN586057.1,18,"Gordonia phage Cleo, complete genome"
297,Beckerton,MT521996,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
298,BeeBee8,MH045555,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
299,BeeGee,,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
300,Beelzebub,MK061407,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
301,Beem,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
302,Beemo,MN585978,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
303,Beenie,MG845393,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
304,BeesKnees,MG872833,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
305,BEEST,MH509444,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
306,Beethoven,MK112528,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
307,Beezoo,MH371113,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
308,Begonia,MK878896,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
309,Belenaria,MK524495,,Rhodococcus erythropolis RIA 643,MN945902.1,69,"Rhodococcus phage Dinger, complete genome"
310,Belfort,,,Streptomyces viridochromogenes DSM40736,MG515223.1,99,"Streptomyces phage WRightOn, complete genome"
311,Bella96,MF377440,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
312,Belladonna,MH697578,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
313,BellusTerra,KF841475,NC_023562,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
314,BelmontSKP,,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
315,Belthelas,MK801730,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
316,Benczkowski14,KU963262,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
317,Benedict,JN083852,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
318,BengiVuitton,MT658804,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
319,Benjalauren,MN369737,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
320,Bennie,KU160640,,Arthrobacter sp.  ATCC 21022,NC_031224.2,4,"Arthrobacter phage Mudcat, complete genome"
321,BENtherdunthat,MG099939,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
322,Benvolio,MK919472,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
323,Bernal13,KJ510413,NC_024135,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
324,Bernardo,KF493879,NC_022983,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
325,Bernstein,MH834599,,Microbacterium foliorum NRRL B-24224,MN294681.1,28,"Microbacterium foliorum strain 74 WR3 16S ribosomal RNA gene, partial sequence"
326,Bethlehem,AY500153,NC_009878,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
327,BetterKatz,KU963261,,Gordonia terrae 3612,MT818424.1,21,"Gordonia phage GemG, complete genome"
328,Beuffert,MT952852,,Streptomyces platensis MJ1A1,MK433266.1,85,"Streptomyces phage Shawty, complete genome"
329,Bexan,,,Mycobacterium smegmatis mc²155,MT818425.1,49,"Mycobacterium phage NiebruSaylor, complete genome"
